feature_1,feature_2,feature_3,feature_4,feature_5,class
0.433713719,-0.026481045,-0.07218389,0.265409972,-0.178934499,0
0.098640138,-0.318271329,0.008549357,1.120701035,-0.229434456,0
1.903414455,1.157439442,-0.755514604,-2.28256887,-0.691035445,0
-0.544142366,-0.041797579,0.273260524,-0.53860597,0.53351127,0
-1.491560345,0.452047878,-0.50166129,-0.259950461,-0.612468157,0
-0.924311436,-0.272035938,0.593830807,-0.528151547,1.01251846,0
-1.326032299,-0.056323934,0.45919245,-0.938050665,0.9203753,0
-2.526634937,-0.372707518,0.21634684,0.885060909,0.22991815,0
2.830394756,1.461462126,-0.87860742,-3.096285562,-0.735127266,0
-0.362849959,0.497170195,-0.965112948,0.737804556,-1.543619366,0
0.251694563,-0.875074299,0.904488516,0.786803839,1.13658518,0
2.806106723,2.000698822,-1.34227548,-3.830700956,-1.251809412,0
-2.738387003,0.388567999,-0.438510374,-0.143659417,-0.494355367,0
-0.225124925,-0.293210537,0.213391276,0.510190672,0.210926276,0
3.238436342,0.421711149,0.182579885,-2.130756923,0.584749321,0
2.258313357,1.958895159,-1.441595673,-3.398401657,-1.465383398,0
2.620685438,1.451919805,-0.892273628,-3.017535317,-0.763102004,0
2.082182185,1.439626813,-0.973775758,-2.738407765,-0.91867085,0
-1.757634956,-0.050621138,0.092025547,0.016034213,0.202247963,0
2.705835121,0.56659365,-0.093703277,-1.91086991,0.158572361,0
-0.230885429,1.578241476,-1.767293711,-1.074007035,-2.329796253,0
-0.232901455,-0.45267585,0.370135649,0.676863907,0.403562087,0
2.797268969,0.813724486,-0.243696788,-2.414581707,0.043836965,0
-1.338132217,-1.458881581,1.441434316,1.558302665,1.817938586,0
-0.914694841,-0.563257173,0.779351115,0.037688234,1.161538171,0
-1.021446293,0.215344054,0.099449357,-0.992606773,0.396919544,0
4.664103158,0.440028157,0.399806278,-2.822240731,0.988643316,0
-1.635428374,-0.127549486,0.181293349,0.055613487,0.318514537,0
-1.076708583,-0.250987755,0.017014874,0.905198666,-0.123277345,0
-0.332345251,-0.093130225,0.134285805,-0.000347394,0.208745664,0
-0.305353583,-0.545310546,0.601342104,0.411364532,0.798716824,0
-0.132061721,-0.930138945,0.962421849,0.850339242,1.22297115,0
-1.267359241,0.140912342,-0.401024141,0.589864162,-0.655795975,0
-1.552855477,1.470072821,-1.729442146,-0.727600012,-2.294186825,0
2.457877121,2.149685503,-1.564504911,-3.774133585,-1.572361764,0
0.381898062,0.095668046,0.205045514,-0.894969494,0.472122187,0
1.434751835,-0.81276932,0.707514927,1.026073573,0.751243668,0
-0.122137298,-0.217286374,-0.120802577,1.102968551,-0.404526361,0
0.128600229,-1.172001249,0.787533968,2.166821874,0.678897447,0
-1.629316994,-0.048661341,-0.328656889,1.099671893,-0.644035496,0
5.395485568,-0.36120029,1.205604609,-2.06447705,1.96839115,0
1.390607407,-0.073823346,0.244160423,-0.428109028,0.388565429,0
0.929803686,-0.891842184,0.667935705,1.435257328,0.627599562,0
-1.237944345,1.350182435,-1.335021113,-1.336276023,-1.604987971,0
-1.252418529,0.256728759,-0.520388431,0.482817408,-0.807079955,0
1.28492048,0.49638572,0.079531733,-2.049880356,0.497896512,0
-1.644615676,0.971817844,-1.265018398,-0.138013863,-1.740921904,0
2.895938248,0.083223944,0.431094773,-1.543996465,0.835254097,0
-1.120097203,0.900209865,-1.312572881,0.222079843,-1.907890354,0
0.573258398,0.242900293,-0.160970706,-0.479972928,-0.155448836,0
0.817962505,0.15076005,-0.220268258,-0.003604528,-0.352690421,0
2.109055893,0.665907619,-0.246463725,-1.845898478,-0.052675196,0
-0.612611535,-0.498372193,-0.126444427,2.151208704,-0.615074432,0
-0.585925429,0.772562431,-0.248705635,-2.111981155,0.110890311,0
2.102353527,0.435545457,-0.059962269,-1.501278177,0.145380976,0
2.5124524,1.348378516,-0.840444704,-2.77487793,-0.734875748,0
-0.731723758,0.374847682,-0.875628947,0.960922306,-1.445876125,0
0.565277872,-0.399841759,0.447321614,0.252028733,0.573146914,0
-2.492880929,-0.296554069,0.016289749,1.130418641,-0.114130518,0
-1.273163538,0.116185534,-0.778595275,1.662958251,-1.431726664,0
-0.40893116,1.267081875,-1.01558931,-1.903624631,-1.054539975,0
2.620542826,1.76264372,-1.18448118,-3.376095195,-1.111467691,0
-0.650653324,-0.213928061,0.391332532,-0.221407181,0.642073406,0
0.596710078,-0.552624679,0.100785368,1.704241068,-0.239676852,0
2.583354112,0.816640108,-0.280886369,-2.31926766,-0.021650271,0
1.474858139,-0.434429307,0.172998389,1.053454246,-0.032643224,0
-0.858247172,0.923132375,-0.927425613,-0.874936372,-1.12636337,0
-0.715654333,0.731325769,-0.464404316,-1.39595785,-0.349060308,0
1.518391363,0.425498524,-0.592462394,-0.053307235,-0.91147206,0
-0.861795706,0.713807747,-0.078246547,-2.33282633,0.416658198,0
0.088498086,-0.790347941,0.536895215,1.445986302,0.469425859,0
-1.080909579,0.543714413,-0.71387827,-0.054551994,-0.981134648,0
2.124096686,1.320839743,-0.838929216,-2.663365061,-0.740434398,0
-0.461457667,0.533697945,-0.149203296,-1.515522054,0.123760438,0
-0.88708374,0.126063463,-0.191585029,0.081832989,-0.259333939,0
-1.506019551,-1.143850749,1.131317496,1.237882115,1.442333961,0
-3.005061681,0.573751848,-0.596255171,-0.388965011,-0.660519785,0
-1.866539966,-0.320033366,0.244276406,0.594898928,0.305030283,0
1.955684826,1.304136476,-0.886000004,-2.473496234,-0.842202953,0
-2.247603693,0.829157207,-1.130926679,0.051953865,-1.561760449,0
-0.464948427,-0.636355565,0.412830421,1.2373166,0.356153827,0
-2.508065285,-0.157792661,0.168450247,0.234494966,0.297634273,0
-1.56542572,0.193682773,-0.333050524,0.235012067,-0.469552309,0
4.23799738,0.775628421,0.015341205,-3.01231081,0.487954533,0
3.054833511,0.339755,0.182747968,-1.828151301,0.528298769,0
-0.863174147,-0.735820967,0.741700243,0.75557755,0.952400225,0
2.740455071,0.758837617,-0.225872649,-2.26083042,0.039428505,0
3.273195793,0.949883851,-0.346019815,-2.658586041,-0.072507792,0
2.824114832,0.545895774,0.009090351,-2.109029418,0.345095652,0
3.133914697,1.340032535,-0.677575068,-3.195079036,-0.434574342,0
2.628991749,1.221617467,-0.685049328,-2.727748823,-0.523922811,0
0.96470601,-0.319652383,0.666950886,-0.625882057,1.062115621,0
0.29862566,0.50030563,-0.80313284,0.27687054,-1.237605057,0
-1.118368809,0.110713497,0.305749936,-1.148959808,0.733737305,0
-0.576534191,-0.627388774,0.900855756,-0.061857125,1.345310813,0
1.015094928,-0.897701085,0.933943819,0.759749897,1.153851457,0
1.894046058,1.684716346,-1.234789688,-2.933839315,-1.248642625,0
4.258017029,-0.384624503,1.055470145,-1.54141704,1.685892364,0
-1.639494523,0.152332063,0.39381268,-1.50665047,0.958898862,0
1.112114744,-0.619201997,0.307088454,1.385177207,0.106597246,0
2.236599448,1.336970833,-0.862226277,-2.665500207,-0.778429409,0
-1.715150406,0.218242878,-0.103884436,-0.444332075,0.013621181,0
-1.804268183,-0.057996266,0.280514367,-0.446532021,0.57611192,0
-0.951775865,0.599229064,-0.639170992,-0.454667771,-0.792998506,0
0.378123248,-0.534840574,0.28422892,1.171319104,0.148829419,0
-0.840812926,0.430638781,-0.543585661,-0.100717215,-0.733804616,0
-0.334891423,-0.247566543,0.55236286,-0.532900218,0.929153473,0
-1.496283967,0.276639309,-0.243900089,-0.299134739,-0.229537975,0
-1.811417841,0.579652076,-0.89472168,0.317585318,-1.29288001,0
-0.339947052,-0.193765074,0.568659844,-0.769057478,1.003146172,0
-1.008306142,0.556504409,-0.77792055,0.063178393,-1.102117544,0
-0.537411826,0.278388551,-0.538387489,0.421807171,-0.849558222,0
-0.937138513,-0.51452265,0.488518756,0.620720961,0.616276407,0
4.512342371,-0.233214854,0.975443117,-1.889227501,1.633036905,0
1.214114073,0.718986559,-0.745848399,-0.698742775,-0.984857136,0
3.157804957,0.528960601,0.060023995,-2.194623036,0.423579937,0
-1.051626376,-0.561760267,0.320924103,1.23240501,0.247718081,0
0.224498934,-0.585151498,0.546340288,0.676146474,0.640937264,0
-1.203567638,-0.932453655,0.540792781,2.001923562,0.410026882,0
-1.654318628,-0.013283603,0.05071371,-0.015212268,0.144638475,0
-1.351225171,0.539106355,-0.569372329,-0.403161713,-0.686181789,0
-1.226794887,0.279285279,-0.259533268,-0.279187165,-0.267515035,0
1.3765024,1.472576686,-1.093131697,-2.516739241,-1.110187109,0
-0.147057386,-0.35202961,0.507970584,-0.048579826,0.754204569,0
2.838427063,1.283943646,-0.724483519,-2.858378634,-0.562061162,0
2.130502958,2.211224898,-1.666308712,-3.717024787,-1.718953752,0
-3.337160112,2.501621907,-1.572702426,-4.779346963,-1.133656223,0
2.728938469,1.13349686,-0.593628971,-2.652510461,-0.41118481,0
1.585337926,1.721628216,-1.319703022,-2.832755482,-1.380795577,0
1.800631283,0.354525888,-0.428742414,-0.235851635,-0.646475339,0
-0.389812544,0.757269165,-0.447014194,-1.548368903,-0.304800952,0
-0.955442684,-0.724911323,0.685220166,0.867263118,0.850436322,0
-1.39946208,1.638841191,-1.69779333,-1.424724246,-2.106564989,0
-1.085305535,-0.549771979,0.29054845,1.269744679,0.197050298,0
0.326303641,0.243132052,0.2647944,-1.579800506,0.706511341,0
-1.443929517,1.852648213,-2.260563183,-0.727203109,-3.070233612,0
-0.553483499,0.125975707,-0.457983538,0.762307775,-0.80436054,0
0.44161118,0.046114655,0.274762346,-0.900506502,0.572122001,0
-2.637989909,0.557070802,-0.919623236,0.498347171,-1.333561652,0
-2.502143383,0.848135691,-0.128843008,-2.61667743,0.47056767,0
0.158459164,0.508133193,-0.579505208,-0.328136162,-0.778642568,0
4.756470508,0.065552427,0.780404606,-2.468055261,1.462556384,0
-1.200497687,0.258136513,-0.396180879,0.15196336,-0.558575675,0
-0.921897765,0.42502334,-0.839109277,0.692870144,-1.328159418,0
0.250860674,0.358891178,-0.207579664,-0.763128284,-0.149864636,0
2.699194033,0.875052792,-0.372281278,-2.2965068,-0.163983272,0
1.821153264,1.931412303,-1.482100814,-3.175571901,-1.553603892,0
-0.512504115,-0.702952767,0.669445538,0.810735213,0.821379237,0
0.151380801,0.230507663,-0.169853807,-0.39455702,-0.169201872,0
0.350175057,-0.926070998,0.536951881,1.9240817,0.357340215,0
-0.46370967,-0.354633381,0.016260356,1.255133849,-0.223732161,0
4.927761083,-0.294765913,1.095306193,-1.997020854,1.813011549,0
4.285900837,-0.222444014,0.949593293,-1.851246797,1.596700864,0
2.468992659,0.365995151,0.07946049,-1.629166648,0.360029577,0
-0.369710149,0.176938475,-0.210192966,-0.074638252,-0.274346692,0
1.956997444,0.527659437,-0.125773166,-1.655737556,0.088513352,0
-0.201340139,0.484942908,-0.214500812,-1.180530567,-0.052827501,0
2.803796948,0.877513484,-0.334765558,-2.407485422,-0.090221942,0
-0.115984641,-1.689076431,1.659973428,1.76756249,2.040934804,0
0.485596262,1.583819293,-1.339405049,-2.238844073,-1.490408923,0
0.03387624,0.64017805,-0.639041792,-0.643725976,-0.793054794,0
0.151036665,-0.309996602,0.519097045,-0.241502451,0.799098242,0
3.02804352,0.98103623,-0.403969363,-2.609648833,-0.157030406,0
2.925674786,0.557598785,-0.047763467,-2.00731888,0.236768319,0
-0.285412709,-0.1582354,-0.305186592,1.377353848,-0.7238998,0
2.61930839,1.030816211,-0.528656207,-2.447141911,-0.355895984,0
